"Id","Nom","Fichier","Catégorie","Ingrédients"
"179","One pot penne poulet et artichauts","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20PENNE%20POULET%20ET%20ARTICHAUTS.mp3","One pot pasta","4 mugs de penne
300g de poitrine de poulet, coupée en dés
200g de cœurs d'artichauts en conserve, égouttés et coupés en quartiers
1 oignon, finement haché
2 gousses d'ail, émincées
250ml de bouillon de poulet
100ml de crème fraîche
Huile d'olive
Sel avec prudence et poivre
Parmesan râpé pour servir
Persil frais pour garnir"
"180","One pot penne poulet et pesto","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20PENNE%20POULET%20ET%20PESTO.mp3","One pot pasta","300g de pâtes penne
2 poitrines de poulet coupées en dés
200g de pesto vert
100g de tomates cerises, coupées en deux
1 oignon, finement haché
2 gousses d'ail, émincées
750ml de bouillon de poulet
100g de parmesan râpé
Sel avec prudence et poivre
Huile d'olive"
"181","One pot pipe rigate brocoli et saumon","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20PIPE%20RIGATE%20BROCOLI%20ET%20SAUMON.mp3","One pot pasta","4 mugs de pipe rigate ou une autre pâte courte
300g de saumon frais, sans peau, coupé en dés
200g de brocoli, coupé en petits bouquets
2 gousses d'ail, émincées
Huile d'olive
Sel avec prudence et poivre
Crème fraîche ou fromage frais (optionnel)
Zeste de citron pour garnir"
"182","One pot radiatori au saumon fume et aux petits pois","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20RADIATORI%20AU%20SAUMON%20FUME%20ET%20AUX%20PETITS%20POIS.mp3","One pot pasta","4 mugs de radiatori
200g de saumon fumé, coupé en lanières
200g de petits pois, frais ou surgelés
1 oignon, finement haché
250ml de crème fraîche
Huile d'olive
Sel avec prudence et poivre
Aneth frais pour garnir"
"183","One pot rigatoni a la norma vegetarien","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20RIGATONI%20A%20LA%20NORMA%20VEGETARIEN.mp3","One pot pasta","4 mugs de rigatoni
1 aubergine, coupée en dés
400g de tomates concassées en conserve
2 gousses d'ail, émincées
1 oignon, finement haché
100g de ricotta salata (ou parmesan) râpé
Huile d'olive
Sel avec prudence et poivre
Feuilles de basilic frais pour garnir"
"184","One pot rigatoni a la saucisse italienne","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20RIGATONI%20A%20LA%20SAUCISSE%20ITALIENNE.mp3","One pot pasta","4 mugs de rigatoni
300g de saucisse italienne, enlevée de son enveloppe
1 oignon, finement haché
2 gousses d'ail, émincées
400g de tomates concassées en conserve
Huile d'olive
Sel avec prudence et poivre
Parmesan râpé pour servir
Basilic frais pour garnir"
"185","One pot rigatoni porc effiloche","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20RIGATONI%20PORC%20EFFILOCHE.mp3","One pot pasta","4 mugs de rigatoni
300g de porc effiloché (pré-cuit)
1 oignon, finement haché
2 gousses d'ail, émincées
400g de sauce tomate
100ml de bouillon de légumes
Huile d'olive
Sel avec prudence et poivre
Parmesan râpé pour servir
Feuilles de basilic frais pour garnir"
"186","One pot rotini puttanesca","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20ROTINI%20PUTTANESCA.mp3","One pot pasta","4 mugs de rotini
2 gousses d'ail, émincées
1 boîte de tomates concassées (400g)
2 cuillères à soupe de câpres
100g d'olives noires, dénoyautées et coupées en rondelles
4 filets d'anchois, hachés
1 pincée de piment rouge broyé
Huile d'olive
Sel avec prudence et poivre
Persil frais haché pour garnir"
"187","One pot tagliatelle champignons et prosciutto","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20TAGLIATELLE%20CHAMPIGNONS%20ET%20PROSCIUTTO.mp3","One pot pasta","4 mugs de tagliatelle
200g de champignons, tranchés
100g de prosciutto, coupé en lanières
1 oignon, finement haché
2 gousses d'ail, émincées
250ml de crème fraîche
Huile d'olive
Sel avec prudence et poivre
Parmesan râpé pour servir
Persil frais pour garnir"
"188","One pot tagliatelle saumon et epinards","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20TAGLIATELLE%20SAUMON%20ET%20EPINARDS.mp3","One pot pasta","4 mugs de tagliatelle
300g de saumon frais, coupé en dés
200g d'épinards frais
1 oignon, finement haché
2 gousses d'ail, émincées
250ml de crème fraîche
Sel avec prudence et poivre
Huile d'olive
Jus de 1 citron"
"189","Riz au curry de legumes facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AU%20CURRY%20DE%20LEGUMES%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz basmati
3 mesurettes ThermoChef de lait de coco
1 carotte en petits dés
1 petite pomme de terre en petits dés
100 g de petits pois
2 cuillères à soupe de pâte de curry
Sel avec prudence
Poivre"
"190","Riz au curry vert et poulet facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AU%20CURRY%20VERT%20ET%20POULET%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz thaï
3 mesurettes ThermoChef d'eau
2 blancs de poulet coupés en dés
2 cuillères à soupe de pâte de curry vert
200 ml de lait de coco
1 oignon émincé
1 poivron rouge en lanières
1 filet d'huile d'olive
Sel avec prudence
Poivre"
"191","Riz au pesto et tomates sechees facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AU%20PESTO%20ET%20TOMATES%20SECHEES%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz basmati
3 mesurettes ThermoChef d'eau
100 g de pesto
50 g de tomates séchées en petits morceaux
50 g de parmesan râpé
Poivre
Sel seulement si nécessaire"
"192","Riz au poulet citronne et thym facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AU%20POULET%20CITRONNE%20ET%20THYM%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz thaï
3 mesurettes ThermoChef d'eau ou de bouillon de volaille doux
2 blancs de poulet coupés en fines lanières
Le zeste et le jus d'un citron
1 cuillère à soupe de thym frais
1 cuillère à soupe d'huile d'olive
Sel avec prudence
Poivre"
"193","Riz au poulet et curry facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AU%20POULET%20ET%20CURRY%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz basmati
1 mesurette ThermoChef de bouillon de poulet doux
2 mesurettes ThermoChef de lait de coco
2 blancs de poulet coupés en petits dés réguliers
1 oignon émincé
2 gousses d'ail émincées
1 cuillère à soupe de pâte de curry
1 cuillère à soupe d'huile d'olive
Sel avec prudence
Poivre"
"194","Riz au poulet teriyaki facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AU%20POULET%20TERIYAKI%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz basmati ou thaï
3 mesurettes ThermoChef d'eau
2 blancs de poulet
4 cuillères à soupe de sauce teriyaki
1 cuillère à soupe de miel
1 cuillère à soupe de gingembre frais râpé
1 filet d'huile de sésame
Poivre
Sel seulement si nécessaire"
"195","Riz au saumon et asperges facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AU%20SAUMON%20ET%20ASPERGES%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz basmati
3 mesurettes ThermoChef d'eau
2 filets de saumon
200 g d'asperges coupées en tronçons
Le zeste et le jus d'un citron
1 filet d'huile d'olive
Sel avec prudence
Poivre"
"196","Riz au saumon fume et aneth facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AU%20SAUMON%20FUME%20ET%20ANETH%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz basmati
3 mesurettes ThermoChef d'eau
200 g de saumon fumé en lanières
Aneth frais haché
Le zeste d'un citron
1 filet d'huile d'olive
Poivre
Sel seulement si nécessaire"
"197","Riz aux artichauts et citron facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AUX%20ARTICHAUTS%20ET%20CITRON%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz thaï
3 mesurettes ThermoChef d'eau
200 g de cœurs d'artichauts coupés en quartiers
Le zeste et le jus d'un citron
2 gousses d'ail émincées
1 cuillère à soupe d'huile d'olive
Sel avec prudence
Poivre
1 tasse de riz thai cuisson 14 minutes
Zeste et jus d’1 citron
Sel et poivre au goût"
"198","Riz aux aubergines epicees facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AUX%20AUBERGINES%20EPICEES%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz basmati
3 mesurettes ThermoChef de bouillon de légumes
2 aubergines coupées en petits dés
2 cuillères à soupe de pâte de tomate
1 cuillère à soupe de cumin moulu
1 cuillère à café de paprika
1 cuillère à soupe d'huile d'olive
Sel avec prudence
Poivre"
"199","Riz aux carottes et cumin facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AUX%20CAROTTES%20ET%20CUMIN%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz blanc rond
3 mesurettes ThermoChef d'eau
3 carottes coupées en petits dés
1 cuillère à café de cumin moulu
1 cuillère à soupe d'huile d'olive
Sel avec prudence
Poivre"
"200","Riz aux cepes et parmesan facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AUX%20CEPES%20ET%20PARMESAN%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz basmati
3 mesurettes ThermoChef d'eau ou de bouillon de légumes doux
200 g de cèpes nettoyés et coupés en morceaux
1 échalote émincée
2 gousses d'ail émincées
50 g de parmesan râpé
1 cuillère à soupe d'huile d'olive
Sel avec prudence
Poivre
1 tasse de riz basmati
1 échalote, hachée
Sel et poivre au goût"
"201","Riz aux champignons et persil facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AUX%20CHAMPIGNONS%20ET%20PERSIL%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz basmati
3 mesurettes ThermoChef d'eau ou de bouillon de légumes doux
200 g de champignons de Paris émincés
1 bouquet de persil frais haché
2 gousses d'ail émincées
1 cuillère à soupe d'huile d'olive
Sel avec prudence
Poivre"
"202","Riz aux champignons et poulet facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AUX%20CHAMPIGNONS%20ET%20POULET%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz basmati
3 mesurettes ThermoChef de bouillon de poulet doux
2 blancs de poulet coupés en petits dés
200 g de champignons de Paris émincés
1 oignon émincé
2 gousses d'ail émincées
1 cuillère à soupe d'huile d'olive
Sel avec prudence
Poivre"
"203","Riz aux courgettes et citron facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AUX%20COURGETTES%20ET%20CITRON%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz basmati
3 mesurettes ThermoChef d'eau
2 courgettes coupées en demi-lunes fines
Le zeste et le jus d'un citron
1 gousse d'ail émincée
1 cuillère à soupe d'huile d'olive
Sel avec prudence
Poivre"
"204","Riz aux crevettes epicees facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AUX%20CREVETTES%20EPICEES%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz basmati
3 mesurettes ThermoChef de bouillon de légumes
400 g de crevettes décortiquées
1 oignon émincé
2 gousses d'ail émincées
1 poivron rouge coupé en petits dés
1 cuillère à soupe de paprika fumé
1 cuillère à soupe d'huile d'olive
Sel avec prudence
Poivre
1 tasse de riz basmati
1 oignon, haché
1.5 tasses de bouillon de légumes
1 poivron rouge, coupé en dés
Sel et poivre au goût"
"205","Riz aux epinards et feta facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AUX%20EPINARDS%20ET%20FETA%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz semi-complet cuisson 12 minutes
3 mesurettes ThermoChef d'eau
200 g d'épinards frais
100 g de feta émiettée
2 gousses d'ail émincées
1 cuillère à soupe d'huile d'olive
Sel avec prudence
Poivre"
"206","Riz aux haricots rouges et chorizo facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AUX%20HARICOTS%20ROUGES%20ET%20CHORIZO%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz blanc
3 mesurettes ThermoChef de bouillon de poulet doux
200 g de chorizo en rondelles fines
1 boîte de haricots rouges égouttés et rincés
1 oignon émincé
2 gousses d'ail émincées
1 poivron rouge en petits dés
1 cuillère à café de paprika fumé
Sel avec prudence
Poivre"
"207","Riz aux legumes du soleil facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AUX%20LEGUMES%20DU%20SOLEIL%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz basmati
3 mesurettes ThermoChef de bouillon de légumes
2 carottes coupées en petits dés
1 courgette coupée en petits dés
1 poivron rouge coupé en petits dés
1 oignon finement émincé
2 gousses d'ail émincées
1 cuillère à soupe d'huile d'olive
Sel avec prudence
Poivre
1 tasse de riz basmati
2 carottes, coupées en dés
1 courgette, coupée en dés
1 poivron rouge, coupé en dés
1 oignon, haché
1 tasse et demi de bouillon de légumes
Sel et poivre au goût"
"208","Riz aux lentilles et epices facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AUX%20LENTILLES%20ET%20EPICES%20FACON%20THERMOCHEF.mp3","One pot rice","1 mesurette ThermoChef de riz complet
1 mesurette ThermoChef de lentilles vertes
3 mesurettes ThermoChef de bouillon de légumes
1 cuillère à café de curcuma
1 cuillère à café de cumin
1 filet d'huile d'olive
Sel avec prudence
Poivre"
"209","Riz aux pois chiches et cumin facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AUX%20POIS%20CHICHES%20ET%20CUMIN%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz basmati
3 mesurettes ThermoChef d'eau ou de bouillon de légumes doux
1 boîte de pois chiches égouttés et rincés
1 cuillère à café de cumin moulu
1 oignon émincé
2 gousses d'ail émincées
1 filet d'huile d'olive
Sel avec prudence
Poivre"
"210","Riz aux tomates cerises et basilic facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20AUX%20TOMATES%20CERISES%20ET%20BASILIC%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz blanc rond
3 mesurettes ThermoChef d'eau
200 g de tomates cerises coupées en deux
1 bouquet de basilic frais
2 gousses d'ail émincées
1 filet d'huile d'olive
Sel avec prudence
Poivre"
"211","Riz coco-curry aux legumes facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20rice/RIZ%20COCO-CURRY%20AUX%20LEGUMES%20FACON%20THERMOCHEF.mp3","One pot rice","2 mesurettes ThermoChef de riz basmati
3 mesurettes ThermoChef de lait de coco
1 courgette coupée en petits dés
1 carotte coupée en petits dés
1 poivron rouge coupé en petits dés
2 cuillères à soupe de pâte de curry
Sel avec prudence
Poivre"
"212","Bouillon de crevettes citronne facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/soupe%20rapide/BOUILLON%20DE%20CREVETTES%20CITRONNE%20FACON%20THERMOCHEF.mp3","Soupe rapide","400 g de crevettes décortiquées, fraîches ou surgelées
1 litre de bouillon de poisson ou de bouillon de légumes
le zeste et le jus d’un citron
1 oignon pelé et coupé en quatre
2 gousses d’ail pelées
1 piment rouge épépiné et finement haché, facultatif
sel et poivre, avec prudence
feuilles de coriandre fraîche pour le service"
"213","Soupe d’artichauts a l’ail roti facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/soupe%20rapide/SOUPE%20D%E2%80%99ARTICHAUTS%20A%20L%E2%80%99AIL%20ROTI%20FACON%20THERMOCHEF.mp3","Soupe rapide","400 g de cœurs d’artichauts, en conserve égouttés ou frais préparés
1 tête d’ail rôtie et pelée
500 ml de bouillon de légumes
1 oignon pelé et coupé en quatre
sel et poivre, avec prudence
facultatif : parmesan râpé au service"
"214","Soupe d’asperges a la menthe facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/soupe%20rapide/SOUPE%20D%E2%80%99ASPERGES%20A%20LA%20MENTHE%20FACON%20THERMOCHEF.mp3","Soupe rapide","500 g d’asperges nettoyées et coupées en morceaux
1 oignon pelé et coupé en quatre
2 gousses d’ail pelées
500 ml de bouillon de légumes
1 bouquet de menthe fraîche
sel et poivre, avec prudence
500g d’asperges, nettoyées et coupées en morceaux
500ml de bouillon de légumes
Sel et poivre au goût"
"215","Soupe d’epinards et noix de muscade facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/soupe%20rapide/SOUPE%20D%E2%80%99EPINARDS%20ET%20NOIX%20DE%20MUSCADE%20FACON%20THERMOCHEF.mp3","Soupe rapide","500 g d’épinards frais lavés
1 oignon pelé et coupé en quatre
2 gousses d’ail pelées
500 ml de bouillon de légumes
1 quart de cuillère à café de noix de muscade moulue
sel et poivre, avec prudence
facultatif : 1 cuillère de crème fraîche au service"
"216","Soupe de betteraves a l’orange facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/soupe%20rapide/SOUPE%20DE%20BETTERAVES%20A%20L%E2%80%99ORANGE%20FACON%20THERMOCHEF.mp3","Soupe rapide","500 g de betteraves pelées et coupées en dés
le zeste et le jus d’une orange
1 oignon pelé et coupé en quatre
2 gousses d’ail pelées
500 ml de bouillon de légumes
sel et poivre, avec prudence
facultatif : 1 cuillère de crème fraîche au service"
"217","Soupe de carottes au gingembre facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/soupe%20rapide/SOUPE%20DE%20CAROTTES%20AU%20GINGEMBRE%20FACON%20THERMOCHEF.mp3","Soupe rapide","500 g de carottes pelées et coupées en rondelles
1 oignon pelé et coupé en quatre
1 morceau de gingembre frais pelé et haché
500 ml de bouillon de légumes
sel et poivre, avec prudence
facultatif : crème fraîche et coriandre fraîche au service"
"218","Soupe de champignons aux fines herbes facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/soupe%20rapide/SOUPE%20DE%20CHAMPIGNONS%20AUX%20FINES%20HERBES%20FACON%20THERMOCHEF.mp3","Soupe rapide","500 g de champignons de Paris nettoyés et tranchés
1 oignon pelé et coupé en quatre
2 gousses d’ail pelées
3 mesurettes ThermoChef de bouillon de légumes, soit environ 480 ml
1 bouquet de fines herbes hachées : persil, thym ou cerfeuil
sel et poivre, avec prudence
facultatif : 1 cuillère de crème fraîche au service
500g de champignons de Paris, nettoyés et tranchés
500ml de bouillon de légumes
1 bouquet de fines herbes (persil, thym, cerfeuil), hachées
Sel et poivre au goût
Crème fraîche pour servir (optionnel)"
"219","Soupe de chou-fleur au parmesan facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/soupe%20rapide/SOUPE%20DE%20CHOU-FLEUR%20AU%20PARMESAN%20FACON%20THERMOCHEF.mp3","Soupe rapide","1 chou-fleur moyen coupé en petits bouquets
1 oignon pelé et coupé en quatre
2 gousses d’ail pelées
500 ml de bouillon de légumes
100 g de parmesan râpé
sel et poivre, avec prudence
1 filet d’huile d’olive pour le service"
"220","Soupe de concombre et yaourt facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/soupe%20rapide/SOUPE%20DE%20CONCOMBRE%20ET%20YAOURT%20FACON%20THERMOCHEF.mp3","Soupe rapide","2 concombres pelés, épépinés et grossièrement hachés
500 ml de yaourt nature
2 gousses d’ail pelées
1 petit bouquet d’aneth frais haché
sel et poivre, avec prudence
1 filet d’huile d’olive pour le service"
"221","Soupe de courgettes au curry facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/soupe%20rapide/SOUPE%20DE%20COURGETTES%20AU%20CURRY%20FACON%20THERMOCHEF.mp3","Soupe rapide","500 g de courgettes coupées en rondelles
1 oignon pelé et coupé en quatre
2 gousses d’ail pelées
1 cuillère à soupe de poudre de curry
500 ml de bouillon de légumes
sel et poivre, avec prudence
facultatif : yaourt nature au service"
"222","Soupe de mais epicee facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/soupe%20rapide/SOUPE%20DE%20MAIS%20EPICEE%20FACON%20THERMOCHEF.mp3","Soupe rapide","400 g de maïs en grains, frais ou en conserve égoutté
1 oignon pelé et coupé en quatre
2 gousses d’ail pelées
1 piment rouge épépiné et finement haché, facultatif
500 ml de bouillon de légumes
1 cuillère à café de paprika fumé
sel et poivre, avec prudence
facultatif : crème fraîche et coriandre fraîche au service"
"223","Soupe de pois casses express facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/soupe%20rapide/SOUPE%20DE%20POIS%20CASSES%20EXPRESS%20FACON%20THERMOCHEF.mp3","Soupe rapide","300 g de pois cassés rincés
1 oignon pelé et coupé en quatre
2 gousses d’ail pelées
700 ml de bouillon de légumes
sel et poivre, avec prudence"
"224","Soupe de poivrons rouges grilles facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/soupe%20rapide/SOUPE%20DE%20POIVRONS%20ROUGES%20GRILLES%20FACON%20THERMOCHEF.mp3","Soupe rapide","4 poivrons rouges déjà grillés, pelés et coupés en morceaux
1 oignon pelé et coupé en quatre
2 gousses d’ail pelées
500 ml de bouillon de légumes
sel et poivre, avec prudence
facultatif : 1 cuillère de crème fraîche au service"
"225","Soupe rapide de tomates et basilic facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/soupe%20rapide/SOUPE%20RAPIDE%20DE%20TOMATES%20ET%20BASILIC%20FACON%20THERMOCHEF.mp3","Soupe rapide","800 g de tomates mûres coupées en quartiers
1 oignon pelé et coupé en quatre
2 gousses d’ail pelées
500 ml de bouillon de légumes
1 bouquet de basilic frais
sel et poivre, avec prudence
800g de tomates mûres, coupées en quartiers
500ml de bouillon de légumes
Sel et poivre au goût"
"226","Soupe thaie au lait de coco facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/soupe%20rapide/SOUPE%20THAIE%20AU%20LAIT%20DE%20COCO%20FACON%20THERMOCHEF.mp3","Soupe rapide","400 ml de lait de coco
500 ml de bouillon de légumes
1 bâton de citronnelle écrasé
1 morceau de gingembre frais, épluché et coupé en rondelles
2 piments rouges épépinés et finement tranchés, ou moins selon la tolérance
200 g de champignons de Paris tranchés
1 blanc de poulet coupé en fines lanières régulières
le jus d’un citron vert
feuilles de coriandre fraîche pour le service
sel, avec prudence
400ml de lait de coco
500ml de bouillon de légumes
1 pouce de gingembre frais, épluché et coupé en
2 piments rouges, épépinés et finement tranchés
200g de champignons de Paris, tranchés
1 poitrine de poulet, coupée en fines lanières
Jus de 1 citron vert
Feuilles de coriandre fraîche pour garnir
Sel au goût"
