Id,Nom,Image,Catégorie,Description,Cuisson,Préparation,Portions unité,Difficulté,Portions,Régime,Coût,Instructions,Ingrédients,Audio
10,Riz thaï aux crevettes et lait de coco,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/10.jpg,Plats,"Un plat délicieusement parfumé combinant la douceur du lait de coco avec la saveur umami de la sauce de poisson et la fraîcheur des crevettes, facile à préparer avec le Thermochef.",20,10,personnes,2,4,Riz,3,"Cuisson du riz: Utiliser le menu riz du Thermochef pour cuire le riz thaï. Choisir le mode 3 pour un temps de cuisson adapté. Ajouter 200g de riz thaï et 300ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Préparation des crevettes: Une fois le riz cuit, le retirer et réserver au chaud, mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3). Ajouter l'huile et faire sauter les crevettes jusqu'à ce qu'elles deviennent roses, environ 2-3 minutes.
Ajout du lait de coco: Verser le lait de coco sur les crevettes et ajouter la sauce de poisson ainsi que le sucre. Bien mélanger et laisser puissance 1 jusqu'à ce que le mélange soit bien chaud et légèrement épaissi, environ 5-7 minutes.
Assemblage: Prenez le riz cuit, servir les crevettes et le lait de coco épicé sur le riz. Mélanger légèrement pour que le riz s'imprègne de la sauce.
Garniture: Garnir le plat de coriandre fraîche hachée avant de servir pour ajouter une touche de fraîcheur et de couleur.","200 g Riz thaï
200 g Crevettes, décortiquées
400 ml Lait de coco
1 cuillère à soupe Huile
2 cuillère à soupe Sauce de poisson
1 cuillère à soupe Sucre
1 Coriandre fraîche, pour garnir",
11,Riz noir aux poivrons et saucisse,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/11.jpg,Plats,"Un mélange savoureux de riz noir, poivrons et saucisse préparé avec le Thermochef",25,5,personnes,3,4,Riz,3,"Utiliser le menu riz du Thermochef spécifique pour le riz noir. Comme le riz noir a besoin d'un temps de cuisson plus long, si il dépasse les 20 minutes de cuisson sur le paquet utiliser le mode légumes sec, pression 7, puissance 2 en divisant le temps de cuisson par 3.
Ajouter 200g de riz noir et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Une fois le riz cuit, le retirer et réserver au chaud, mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3). Ajouter 1 cuillère à soupe d'huile d'olive et faire revenir les rondelles de saucisse jusqu'à ce qu'elles soient bien dorées.
Ajouter ensuite les poivrons et continuer à faire sauter jusqu'à ce qu'ils soient tendres, environ 5-7 minutes.
Prendre le riz cuit, l'ajouter dans la cuve avec la saucisse et les poivrons. Utiliser la spatule pour mélanger délicatement, en veillant à bien incorporer tous les ingrédients.
Assaisonner le plat avec du sel et du poivre selon le goût.","200 g Riz noir
1 Saucisse italienne, coupée en rondelles
1 Poivron rouge, coupé en lanières
1 Poivron vert, coupé en lanières
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût",
12,Riz thaï à la mangue et au poulet grillé,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/12.jpg,Plats,"Un plat qui combine des saveurs sucrées, salées et aromatiques dans un mélange coloré.",20,10,personnes,2,4,Riz,3,"Cuisson du riz : Utiliser le menu riz du Thermochef pour cuire le riz thaï. Choisir le mode 3 pour un temps de cuisson adapté. Ajouter 200g de riz thaï et 300ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Préparation du poulet : Si le poulet n'est pas déjà grillé, utiliser le mode thermo grill du Thermochef (couvercle ouvert, puissance 3) pour griller les blancs de poulet après les avoir badigeonnés avec un peu d'huile. Cuire jusqu'à ce qu'ils soient bien dorés et cuits à cœur, environ 6-7 minutes de chaque côté. Laisser reposer puis trancher.
Mélanger des ingrédients : Dans un grand bol, mélanger délicatement le riz thaï cuit avec les dés de mangue et les tranches de poulet grillé.
Assaisonnement : Verser la sauce soja sur le mélange de riz, mangue et poulet. Bien mélanger pour que tous les éléments soient enrobés de sauce.
Garniture : Juste avant de servir, garnir le plat avec de la coriandre fraîche hachée pour ajouter une touche de fraîcheur et de couleur.","200 g Riz thaï
2 Blancs de poulet grillés, tranchés
1 Mangue, pelée et coupée en dés
2 cuillère à soupe Sauce soja
1 cuillère à soupe Huile
Coriandre fraîche, hachée, au goût",
13,Riz noir aux palourdes et au chorizo,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/13.jpg,Plats,"Plat principal équilibrant les saveurs de la mer et de la terre avec du riz noir, des palourdes et du chorizo cuit au Thermochef.",20,5,personnes,4,4,Riz,4,"Cuisson du riz: Utiliser le menu riz du Thermochef spécifique pour le riz noir. Comme le riz noir a besoin d'un temps de cuisson plus long, si il dépasse les 20 minutes de cuisson sur le paquet utilisé le mode légumes sec, pression7, puissance 2 en divisant le temps de cuisson par 3. Ajouter 200g de riz noir et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Préparation du chorizo et des oignons: Une fois le riz cuit, le retirer et réserver au chaud, mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3). Ajouter 1 cuillère à soupe d'huile d'olive et faire revenir le chorizo et l'oignon émincé jusqu'à ce que l'oignon soit tendre et le chorizo légèrement croustillant, environ 5 minutes.
Ajouter des palourdes: Ajouter les palourdes nettoyées dans la cuve avec le chorizo et les oignons. Fermé le Thermochef menu Thermogrill puissance 1, 7. Retirer les palourdes qui ne s'ouvrent pas.
Mélanger avec le riz: Prenez le riz cuit, l'ajouter dans la cuve avec le mélange de chorizo et de palourdes. Ajouter la deuxième cuillère à soupe d'huile d'olive, l'ail émincé, et mélanger délicatement pour combiner tous les ingrédients.
Assaisonnement: Assaisonner avec du sel et du poivre selon le goût. Laisser reposer quelques minutes pour que les saveurs se mélangent bien.","200 g Riz noir
500 g Palourdes, nettoyées
100 g Chorizo, coupé en dés
1 Oignon, émincé
2 Gousses d'ail, émincées
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût",
14,Riz rouge créole aux crevettes,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/14.jpg,Plats,Un plat savoureux qui combine le riz rouge avec des crevettes et des épices créoles cuisinés avec un Thermochef.,25,10,personnes,3,4,Riz,3,"Utiliser le menu riz du Thermochef spécifique pour le riz rouge. Si le temps de cuisson du riz rouge sur le paquet dépasse les 20 minutes, utiliser le mode légumes sec, pression 7, puissance 2 en divisant le temps de cuisson par 3.
Ajouter 200g de riz rouge et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Une fois le riz cuit, le retirer et réserver au chaud, mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3).
Ajouter 1 cuillère à soupe d'huile et faire revenir l'oignon, le poivron vert, et l'ail jusqu'à ce qu'ils soient tendres, environ 5 minutes.
Incorporer les crevettes et les tomates en dés au mélange de légumes. Assaisonner avec du paprika, du sel, et du poivre. Laisser cuire jusqu'à ce que les crevettes deviennent roses et soient bien cuites, environ 5-7 minutes.
Prendre le riz cuit, l'incorporer délicatement au mélange de crevettes et légumes dans la cuve du Thermochef. Bien mélanger pour que le riz absorbe les saveurs de la sauce.
Laisser le plat reposer quelques minutes avant de servir pour permettre aux saveurs de se mélanger davantage.","200 g Riz rouge
200 g Crevettes, décortiquées
1 Oignon, haché
1 Poivron vert, haché
2 Gousses d'ail, émincées
400 g Tomates en dés, en conserve
2 cuillère à soupe Huile
1 cuillère à café Paprika
Sel, au goût
Poivre, au goût",
15,Riz rouge louisianais aux saucisses,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/15.jpg,Plats,Un plat principal épicé et fumé de la cuisine louisianaise facile à préparer avec le Thermochef.,15,5,personnes,3,4,Riz,3,"Préparation des ingrédients : Utiliser le mode thermo grill du Thermochef (couvercle ouvert, puissance 3) pour faire revenir la saucisse, l'oignon, le poivron, et l'ail dans l'huile jusqu'à ce que les légumes soient tendres, environ 5 minutes.
Cuisson du riz : Ajouter le riz rouge et les tomates en dés directement dans la cuve avec les légumes sautés. Assaisonner avec du sel, du poivre, et une pincée de cayenne pour donner un peu de piquant.
Mijotage : Fermer le couvercle du Thermochef et utiliser le menu ragout (couvercle fermé, pression 6, puissance 3) pour mijoter le tout. Ajuster le temps de cuisson à environ 15 minutes pour que le riz soit tendre et les saveurs bien mélangées.
Finalisation : Une fois la cuisson terminée, laisser reposer quelques minutes avant d'ouvrir le couvercle. Cela permet au riz d'absorber les dernières saveurs et de devenir parfaitement cuit.","200 g Riz rouge
150 g Saucisse fumée, coupée en rondelles
1 Oignon, haché
1 Poivron vert, haché
2 Gousses d'ail, émincées
400 g Tomates en dés en conserve
2 cuillère à soupe Huile
Sel, au goût
Poivre, au goût
1 pincée Cayenne",
16,Riz complet à la courge et au thym,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/16.jpg,Plats,"Plat principal alliant la saveur du thym au goût sucré de la courge et la texture ferme du riz complet, idéal pour un dîner sain.",35,10,personnes,2,4,Riz,2,"Utiliser le menu riz du Thermochef spécifique pour le riz complet. Comme le riz complet a besoin d'un temps de cuisson plus long, utiliser le mode légumes sec, pression 7, puissance 2 en divisant le temps de cuisson par 3 si nécessaire.
Ajouter 200g de riz complet et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Une fois le riz cuit, le retirer et réserver au chaud.
Mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3). Ajouter 1 cuillère à soupe d'huile d'olive et l'oignon haché. Faire revenir jusqu'à ce que l'oignon soit tendre.
Ajouter les dés de courge et la moitié du thym. Faire revenir jusqu'à ce que la courge soit tendre, environ 10 minutes.
Mélanger délicatement les dés de courge et le riz complet dans un grand bol.
Assaisonner avec du sel, du poivre, et le reste du thym frais. Mélanger à nouveau pour bien répartir les saveurs.","200 g Riz complet
300 g Courge, coupée en dés
1 Oignon, haché
2 cuillère à soupe Huile d'olive
2 cuillère à café Thym frais
400 ml Eau
Sel, au goût
Poivre, au goût",
17,Poulet basmati à la noix de coco et au curry,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/17.jpg,Plats,"Un plat de poulet aromatisé au curry et lait de coco, servi avec du riz basmati et garni de coriandre fraîche.",25,5,personnes,3,4,Riz,3,"Utiliser le menu riz du Thermochef pour cuire le riz basmati. Choisir le mode 2 pour un temps de cuisson moyen. Ajouter 200g de riz basmati et 300ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Une fois le riz cuit, le retirer et réserver au chaud, utiliser le mode thermo grill du Thermochef (couvercle ouvert, puissance 3) pour faire revenir les dés de poulet dans 1 cuillère à soupe d'huile jusqu'à ce qu'ils soient dorés et bien cuits, environ 5-7 minutes.
Ajouter la pâte de curry au poulet et mélanger pour bien enrober les morceaux de poulet. Verser le lait de coco et mélanger. Fermer le coiuvercle programmer le menu ragout puissance 1 pression 4, pendant 8 minutes pour que la sauce épaississe légèrement et que les saveurs se mêlent.
Une fois le riz et le poulet au curry prêts, servir le poulet au curry sur un lit de riz basmati chaud.
Garnir avec de la coriandre fraîche hachée avant de servir pour une touche de fraîcheur et de couleur.","200 g Riz basmati
2 Blancs de poulet, coupés en dés
400 ml Lait de coco
2 cuillère à soupe Pâte de curry
1 cuillère à soupe Huile
1 Coriandre fraîche, pour garnir",
18,Riz thaï à l'ananas et au poulet,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/18.jpg,Plats,"Une combinaison parfaite de riz thaï, de poulet, d'ananas et de légumes, préparée avec des saveurs sucrées, salées et umami.",20,10,personnes,2,4,Riz,3,"Utiliser le menu riz du Thermochef pour cuire le riz thaï. Choisir le mode 3 pour un temps de cuisson adapté. Ajouter 200g de riz thaï et 300ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Une fois le riz cuit, le retirer et réserver au chaud, mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3). Ajouter 1 cuillère à soupe d'huile et faire sauter les dés de poulet jusqu'à ce qu'ils soient dorés et bien cuits, environ 5 minutes.
Ajouter les dés d'ananas et les carottes en julienne au poulet. Continuer à faire sauter pendant 5 minutes supplémentaires, jusqu'à ce que les légumes soient tendres.
prendre le riz cuit, l'ajouter dans la cuve avec le poulet, l'ananas, et les carottes. Verser les 2 cuillères à soupe de sauce soja et mélanger le tout pour bien incorporer les saveurs.
Goûter et ajuster l'assaisonnement avec du sel et du poivre si nécessaire.","200 g Riz thaï
200 g Poulet, en dés
1 Ananas frais, coupé en dés
1 Carotte, coupée en julienne
2 cuillère à soupe Sauce soja
2 cuillère à soupe Huile
Sel, au goût
Poivre, au goût",
19,Riz noir aux champignons et à la truffe,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/19.jpg,Plats,"Un délice gastronomique alliant les saveurs riches et terreuses du riz noir avec la sophistication de la truffe, préparé avec le Thermochef.",25,5,personnes,4,4,Riz,5,"Utiliser le menu riz du Thermochef spécifique pour le riz noir. Si le temps de cuisson dépasse 20 minutes, utiliser le mode légumes sec, pression7, puissance 2 en divisant le temps de cuisson indiqué sur l'emballage par 3.
Ajouter 200g de riz noir et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Une fois le riz cuit, le retirer et réserver au chaud. Mettre le Thermochef en mode thermo grill. Couvercle ouvert, puissance 3.
Ajouter 1 cuillère à soupe d'huile d'olive et faire revenir les champignons émincés et l'ail émincé jusqu'à ce qu'ils soient dorés et tendres, environ 7 minutes.
Incorporer la truffe hachée aux champignons vers la fin de la cuisson.
Ajouter le riz cuit dans la cuve avec le mélange de champignons et de truffe. Ajouter la deuxième cuillère à soupe d'huile d'olive et mélanger délicatement.
Assaisonner avec du sel et du poivre selon le goût.","200 g Riz noir
200 g Champignons, émincés
1 Gousse d'ail, émincée
2 cuillère à soupe Huile d'olive
1 cuillère à soupe Truffe, hachée
Sel, au goût
Poivre, au goût",
20,Riz rouge mexicain aux haricots,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/20.jpg,Plats,"Un plat plein de saveurs mexicaines combinant riz rouge et haricots noirs, parfumé au cumin et au piment, et prêt en quelques étapes simples avec le Thermochef.",25,10,personnes,2,4,Riz,2,"Utiliser le menu riz du Thermochef spécifique pour le riz rouge. Si le riz rouge a besoin de plus de 20 minutes de cuisson suivant les instructions sur le paquet, utiliser le mode légumes sec, pression 7, puissance 2, en divisant le temps de cuisson par 3.
Ajouter 200g de riz rouge et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Une fois le riz cuit, le retirer et réserver au chaud.
Mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3).
Ajouter 1 cuillère à soupe d'huile et faire revenir l'oignon et le poivron rouge jusqu'à ce qu'ils soient tendres, environ 5 minutes.
Incorporer les haricots noirs cuits et le cumin. Mélanger bien et chauffer le tout pendant quelques minutes pour que les saveurs se combinent.
Assaisonner avec du sel et du piment en poudre selon votre goût.
Ajouter le riz cuit dans la cuve avec le mélange de haricots et de légumes. Mélanger délicatement pour bien combiner tous les ingrédients.
Laisser le tout sur le feu pendant quelques minutes pour que le riz absorbe les arômes des épices et des légumes.","200 g Riz rouge
400 g Haricots noirs, cuits
1 Oignon, haché
1 Poivron rouge, haché
2 cuillère à soupe Huile
2 cuillère à café Cumin
Sel, au goût
1 pincée Piment en poudre",
21,Riz complet aux légumes de printemps,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/21.jpg,Plats,"Un plat sain et coloré parfait pour accueillir la nouvelle saison, alliant riz complet tendre et légumes de printemps.",25,10,personnes,2,4,Riz,2,"Cuisson du riz : Utiliser le menu riz du Thermochef spécifique pour le riz complet. Si le temps de cuisson sur le paquet dépasse les 20 minutes, utiliser le mode légumes sec, pression 7, puissance 2 en divisant le temps de cuisson par 3. Ajouter 200g de riz complet et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Préparation des légumes : Une fois le riz cuit, le retirer et réserver au chaud. Mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3). Ajouter 1 cuillère à soupe d'huile d'olive et faire revenir l'oignon émincé jusqu'à ce qu'il soit translucide. Ajouter ensuite les carottes et les petits pois. Faire sauter les légumes jusqu'à ce qu'ils soient tendres, environ 7 minutes.
Mélanger avec le riz : Prendre le riz cuit, l'ajouter dans la cuve avec les légumes sautés. Utiliser la fonction mélange du Thermochef pour combiner délicatement le riz et les légumes.
Assaisonnement : Assaisonner le mélange avec du sel et du poivre selon le goût. Si désiré, ajouter des herbes fraîches comme du persil ou de la menthe pour un goût plus frais.","200 g Riz complet
100 g Petits pois, frais
2 cuillère à soupe Huile d'olive
2 Carottes, coupées en rondelles
1 Oignon, émincé
Sel, au goût
Poivre, au goût",
22,Riz thaï sauté aux crevettes,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/22.jpg,Accompagnements,"Un plat thaï classique combinant riz sauté, crevettes, œufs et légumes, préparé avec le Thermochef.",24,5,personnes,2,4,Riz,3,"Préparation du riz : Utiliser le menu riz du Thermochef. Choisir le mode 3 pour le riz thaï si le temps de cuisson sur le paquet est de 13 à 14 minutes. Ajouter 200g de riz et 300ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Cuisson des crevettes : Après la cuisson du riz, retirer et réserver. Mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3) et ajouter l'huile de sésame. Faire revenir les crevettes jusqu'à ce qu'elles soient roses et cuites, environ 5 minutes.
Ajout des œufs : Battre les œufs et les ajouter dans le cuiseur sur les crevettes. Laisser cuire sans remuer pendant 1 minute, puis mélanger pour brouiller les œufs.
Finalisation du plat : Ajouter le riz cuit, les oignons verts émincés, et la sauce soja. Mélanger le tout pour bien incorporer les ingrédients. Laisser chauffer l'ensemble pendant environ 3 minutes pour que les saveurs se mélangent.
Assaisonnement : Goûter et ajuster l'assaisonnement avec du sel si nécessaire.","200 g Riz thaï
150 g Crevettes, décortiquées
2 Œufs
3 Oignons verts
2 cuillère à soupe Sauce soja
1 cuillère à soupe Huile de sésame
Sel, au goût",
23,Riz rouge à l'avocat et tomates cerise,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/23.jpg,Accompagnements,"Une salade de riz rouge rafraîchissante avec des avocats et des tomates cerise, assaisonnée de jus de citron et d'huile d'olive, idéale pour un déjeuner d'été ou comme accompagnement lors d'un barbecue.",15,5,personnes,1,4,Riz,2,"Utiliser le menu riz du Thermochef spécifique pour le riz rouge. Si le temps de cuisson du riz rouge dépasse les 20 minutes indiqué sur le paquet, utiliser le mode légumes sec, pression 7, puissance 2 et diviser le temps de cuisson par 3.
Ajouter 200g de riz rouge et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Une fois le riz cuit, le transférer dans un grand bol et laisser refroidir à température ambiante. Placer au réfrigérateur pour accélérer le refroidissement si désiré.
Ajouter les dés d'avocat et les tomates cerise coupées en deux au riz refroidi.
Arroser la salade avec l'huile d'olive et le jus de citron. Assaisonner avec du sel et du poivre selon le goût. Mélanger délicatement pour bien combiner tous les ingrédients sans écraser l'avocat.
Servir la salade de riz rouge, avocat et tomates cerise bien fraîche.","200 g Riz rouge
2 Avocats, coupés en dés
200 g Tomates cerise, coupées en deux
2 cuillère à soupe Huile d'olive
1 Citron, jus
Sel, au goût
Poivre, au goût",
24,Riz basmati aux petits pois et menthe,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/24.jpg,Accompagnements,"Un plat frais et léger comprenant du riz basmati enrobé de beurre avec des petits pois cuits et de la menthe fraîche hachée, parfait pour le printemps ou l'été.",20,5,personnes,1,4,Riz,2,"Utiliser le menu riz du Thermochef pour cuire le riz basmati. Choisir le mode 2 pour un temps de cuisson moyen. Ajouter 200g de riz basmati et 300ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Si les petits pois ne sont pas déjà cuits, vous pouvez les cuire à la vapeur dans le Thermochef en utilisant le panier vapeur.
Une fois le riz cuit, ajoutez le beurre et mélangez jusqu'à ce qu'il soit complètement fondu et que le riz soit bien enrobé.
Incorporer les petits pois cuits et une bonne quantité de menthe fraîche hachée au riz. Mélanger délicatement pour combiner tous les ingrédients sans écraser les petits pois.
Assaisonner avec du sel et du poivre selon le goût.","200 g Riz basmati
200 g Petits pois, cuits
2 cuillère à soupe Beurre
300 ml Eau
1 Menthe fraîche, hachée
Sel, au goût
Poivre, au goût",
25,Riz noir aux champignons et parmesan,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/25.jpg,Accompagnements,"Un plat riche et savoureux, parfait pour une soirée spéciale ou comme accompagnement gourmet avec riz noir, champignons et parmesan.",37,5,personnes,3,4,Riz,3,"Utiliser le menu riz du Thermochef spécifique pour le riz noir. Si le riz noir a besoin d'un temps de cuisson plus long et celui sur le paquet dépasse les 20 minutes, utiliser le mode légumes sec, pression 7, puissance 2 en divisant le temps de cuisson indiqué par 3.
Ajouter 200g de riz noir et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Une fois le riz cuit, le retirer et réserver. Mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3).
Ajouter une cuillère à soupe de beurre et faire sauter les champignons tranchés jusqu'à ce qu'ils soient dorés et tendres, environ 5-7 minutes.
Prendre le riz cuit, ajouter le reste du beurre au riz chaud et mélanger jusqu'à ce qu'il soit complètement fondu.
Incorporer ensuite les champignons sautés au riz.
Ajouter le parmesan râpé au mélange de riz et champignons. Mélanger délicatement pour bien combiner.
Assaisonner le plat avec du sel et du poivre selon le goût.","200 g Riz noir
200 g Champignons, tranchés
50 g Parmesan, râpé
2 cuillère à soupe Beurre
Sel, au goût
Poivre, au goût",
26,Riz rouge à la tomate et au basilic,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/26.jpg,Accompagnements,"Un accompagnement simple et savoureux alliant le riz rouge à la fraîcheur de la tomate et du basilic, préparé facilement avec le Thermochef.",35,10,personnes,2,4,Riz,2,"Préparation du riz : Utiliser le menu riz du Thermochef spécifique pour le riz rouge. Comme le riz rouge a besoin d'un temps de cuisson plus long, utiliser le mode légumes sec, pression 7, puissance 2 en divisant le temps de cuisson indiqué sur le paquet par 3.
Ajouter 200g de riz rouge et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Préparation de la sauce tomate : Une fois le riz cuit, le retirer et réserver au chaud. Mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3). Ajouter l'huile d'olive et faire revenir l'ail émincé jusqu'à ce qu'il soit parfumé, environ 2 minutes. Ajouter les tomates concassées, saler et poivrer. Laisser mijoter puissance 2 pendant environ 10 minutes, jusqu'à ce que la sauce épaississe légèrement.
Mélange avec le riz : Prendre le riz cuit, l'incorporer à la sauce tomate dans la cuve du Thermochef. Bien mélanger pour que le riz soit entièrement enrobé de sauce.
Finalisation : Juste avant de servir, incorporer généreusement du basilic frais haché pour ajouter une touche de fraîcheur et de couleur au plat.","200 g Riz rouge
400 g Tomates concassées en conserve
2 Gousses d'ail, émincées
2 cuillère à soupe Huile d'olive
Basilic frais, haché, au goût
Sel, au goût
Poivre, au goût",
27,Riz basmati aux amandes et raisins secs,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/27.jpg,Accompagnements,"Un plat d'accompagnement simple et élégant qui combine la douceur des raisins secs avec le croquant des amandes grillées, le tout enrichi par le beurre.",30,0,personnes,1,4,Riz,2,"Cuisson du riz: Utiliser le menu riz du Thermochef pour cuire le riz basmati. Sélectionner le mode 2 pour un temps de cuisson moyen. Ajouter 200g de riz basmati et 300ml d'eau dans la cuve du Thermochef. Ajouter les raisins secs au riz. Fermer le couvercle et démarrer la cuisson.
Préparation des amandes: Une fois le riz cuit, le retirer et réserver au chaud, faire griller légèrement les amandes effilées dans le Thermochef en mode thermo grill (couvercle ouvert, puissance 3) pendant quelques minutes jusqu'à ce qu'elles soient dorées. Réserver.
Finalisation: Prenez le riz cuit, ajoutez le beurre au riz chaud et mélangez délicatement pour que le beurre fonde et enrober le riz. Incorporer ensuite les amandes grillées.
Assaisonnement: Goûter et ajuster l'assaisonnement avec du sel si nécessaire.","200 g Riz basmati
50 g Amandes effilées, grillées
50 g Raisins secs
2 cuillère à soupe Beurre
300 ml Eau
Sel, au goût",
28,Riz noir à la méditerranéenne,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/28.jpg,Accompagnements,"Un plat d'accompagnement qui marie le riz noir avec des légumes aromatiques dans un style méditerranéen, préparé avec un Thermochef.",25,10,personnes,3,4,Riz,4,"Utiliser le menu riz du Thermochef spécifique pour le riz noir. Si le temps de cuisson sur le paquet dépasse 20 minutes, utiliser le mode légumes sec, pression 7, puissance 2 en divisant le temps de cuisson par 3.
Ajouter 200g de riz noir et 400ml d'eau dans la cuve du Thermochef. Fermer le couvercle et démarrer la cuisson.
Pendant que le riz cuit, hacher finement le poivron rouge, les olives et la gousse d'ail.
Une fois le riz cuit, le retirer et réserver au chaud.
Mettre le Thermochef en mode thermo grill (couvercle ouvert, puissance 3) et ajouter l'huile d'olive.
Faire revenir le mélange de légumes pendant environ 5 minutes jusqu'à ce qu'ils soient tendres.
Ajouter le riz noir cuit aux légumes sautés dans le Thermochef. Bien mélanger pour que le riz s'imprègne des saveurs des légumes.
Assaisonner avec du sel et du poivre selon le goût.","200 g Riz noir
1 Poivron rouge, haché finement
100 g Olives noires, dénoyautées
1 Gousse d'ail, hachée finement
2 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût",
29,Salade de quinoa aux légumes,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/29.jpg,Entrées,Une salade fraîche et nutritive à base de quinoa et de légumes variés.,20,10,personnes,2,4,Équilibre acido-basique,2,"Rincer le quinoa sous l'eau froide.
Dans le Thermochef, mettre le quinoa et 2 tasses d'eau. Programmer le menu riz, mode 3.
Couper les légumes en petits dés.
Mélanger le quinoa cuit avec les légumes, le jus de citron, l'huile d'olive, le sel et le poivre.","1 tasse Quinoa
2 Carottes, coupées en petits dés
1 Concombre, coupé en petits dés
1 Poivron rouge, coupé en petits dés
1 Citron, jus
3 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût",
30,Velouté de courgettes,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/30.jpg,Entrées,Un velouté de courgettes facile et rapide à préparer avec un Thermochef.,30,10,personnes,1,4,Équilibre acido-basique,1,"Couper les courgettes, l'oignon et l'ail en morceaux.
Mettre tous les ingrédients dans le Thermochef.
Programmer le menu soupe, mode 2.
Mixer le tout dans un plat à part jusqu'à obtenir une texture veloutée.","4 Courgettes
1 Oignon
2 Gousses d'ail
750 ml Bouillon de légumes
Sel, au goût
Poivre, au goût",
31,Terrine de poisson aux épinards,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/31.jpg,Entrées,"Une terrine de poisson moelleuse avec des épinards, préparée au Thermochef.",31,2,personnes,3,6,Équilibre acido-basique,3,"Cuire les épinards à la vapeur dans le Thermochef, menu pression, niveau 6, pendant 1 min.
Mixer le poisson, les épinards, les œufs, la crème, le sel, le poivre et la muscade.
Verser la préparation dans un moule à cake.
Cuire au Thermochef, menu four vapeur, pression 7, pendant 30 min.","500 g Filet de poisson blanc
200 g Épinards frais
3 Œufs
200 ml Crème fraîche
Sel, au goût
Poivre, au goût
1 pincée Muscade",
